step,eval_reward,algo,env,seed
600000.0,-0.0589,SACDistanceAgentNew,MountainCarContinuous-v0,42
605000.0,-0.0972,SACDistanceAgentNew,MountainCarContinuous-v0,42
610000.0,-0.085,SACDistanceAgentNew,MountainCarContinuous-v0,42
615000.0,-0.1149,SACDistanceAgentNew,MountainCarContinuous-v0,42
620000.0,-0.0572,SACDistanceAgentNew,MountainCarContinuous-v0,42
625000.0,-0.115,SACDistanceAgentNew,MountainCarContinuous-v0,42
630000.0,-0.0611,SACDistanceAgentNew,MountainCarContinuous-v0,42
635000.0,-0.1024,SACDistanceAgentNew,MountainCarContinuous-v0,42
640000.0,-0.0763,SACDistanceAgentNew,MountainCarContinuous-v0,42
645000.0,-0.1248,SACDistanceAgentNew,MountainCarContinuous-v0,42
650000.0,-0.0679,SACDistanceAgentNew,MountainCarContinuous-v0,42
655000.0,-0.0981,SACDistanceAgentNew,MountainCarContinuous-v0,42
660000.0,-0.1617,SACDistanceAgentNew,MountainCarContinuous-v0,42
665000.0,-0.2598,SACDistanceAgentNew,MountainCarContinuous-v0,42
670000.0,-0.0688,SACDistanceAgentNew,MountainCarContinuous-v0,42
675000.0,-0.0365,SACDistanceAgentNew,MountainCarContinuous-v0,42
680000.0,-0.0254,SACDistanceAgentNew,MountainCarContinuous-v0,42
685000.0,-0.0818,SACDistanceAgentNew,MountainCarContinuous-v0,42
690000.0,-0.0797,SACDistanceAgentNew,MountainCarContinuous-v0,42
695000.0,-0.0648,SACDistanceAgentNew,MountainCarContinuous-v0,42
700000.0,-0.0346,SACDistanceAgentNew,MountainCarContinuous-v0,42
705000.0,-0.126,SACDistanceAgentNew,MountainCarContinuous-v0,42
710000.0,-0.0839,SACDistanceAgentNew,MountainCarContinuous-v0,42
715000.0,-0.1839,SACDistanceAgentNew,MountainCarContinuous-v0,42
720000.0,-0.0664,SACDistanceAgentNew,MountainCarContinuous-v0,42
725000.0,-0.0122,SACDistanceAgentNew,MountainCarContinuous-v0,42
730000.0,-0.3683,SACDistanceAgentNew,MountainCarContinuous-v0,42
735000.0,-2.059,SACDistanceAgentNew,MountainCarContinuous-v0,42
740000.0,-29.975,SACDistanceAgentNew,MountainCarContinuous-v0,42
745000.0,-93.384,SACDistanceAgentNew,MountainCarContinuous-v0,42
750000.0,-2.1398,SACDistanceAgentNew,MountainCarContinuous-v0,42
755000.0,-2.8152,SACDistanceAgentNew,MountainCarContinuous-v0,42
760000.0,-1.4064,SACDistanceAgentNew,MountainCarContinuous-v0,42
765000.0,-0.0521,SACDistanceAgentNew,MountainCarContinuous-v0,42
770000.0,-0.2737,SACDistanceAgentNew,MountainCarContinuous-v0,42
775000.0,-0.1085,SACDistanceAgentNew,MountainCarContinuous-v0,42
780000.0,-0.052,SACDistanceAgentNew,MountainCarContinuous-v0,42
785000.0,-0.0112,SACDistanceAgentNew,MountainCarContinuous-v0,42
790000.0,-0.0853,SACDistanceAgentNew,MountainCarContinuous-v0,42
795000.0,-0.1017,SACDistanceAgentNew,MountainCarContinuous-v0,42
800000.0,-0.0748,SACDistanceAgentNew,MountainCarContinuous-v0,42
805000.0,-0.0943,SACDistanceAgentNew,MountainCarContinuous-v0,42
810000.0,-0.1624,SACDistanceAgentNew,MountainCarContinuous-v0,42
815000.0,-0.0594,SACDistanceAgentNew,MountainCarContinuous-v0,42
820000.0,-0.0331,SACDistanceAgentNew,MountainCarContinuous-v0,42
825000.0,-0.0763,SACDistanceAgentNew,MountainCarContinuous-v0,42
830000.0,-0.0574,SACDistanceAgentNew,MountainCarContinuous-v0,42
835000.0,-11.491,SACDistanceAgentNew,MountainCarContinuous-v0,42
840000.0,-0.1185,SACDistanceAgentNew,MountainCarContinuous-v0,42
845000.0,-0.1109,SACDistanceAgentNew,MountainCarContinuous-v0,42
850000.0,-0.133,SACDistanceAgentNew,MountainCarContinuous-v0,42
855000.0,-0.0319,SACDistanceAgentNew,MountainCarContinuous-v0,42
860000.0,-0.0624,SACDistanceAgentNew,MountainCarContinuous-v0,42
865000.0,-0.1166,SACDistanceAgentNew,MountainCarContinuous-v0,42
870000.0,-0.0393,SACDistanceAgentNew,MountainCarContinuous-v0,42
875000.0,-0.0733,SACDistanceAgentNew,MountainCarContinuous-v0,42
880000.0,-8.4349,SACDistanceAgentNew,MountainCarContinuous-v0,42
885000.0,-5.4741,SACDistanceAgentNew,MountainCarContinuous-v0,42
890000.0,-0.229,SACDistanceAgentNew,MountainCarContinuous-v0,42
895000.0,-0.7216,SACDistanceAgentNew,MountainCarContinuous-v0,42
900000.0,-0.0581,SACDistanceAgentNew,MountainCarContinuous-v0,42
905000.0,-0.3692,SACDistanceAgentNew,MountainCarContinuous-v0,42
910000.0,-0.082,SACDistanceAgentNew,MountainCarContinuous-v0,42
915000.0,-0.1696,SACDistanceAgentNew,MountainCarContinuous-v0,42
920000.0,-0.2174,SACDistanceAgentNew,MountainCarContinuous-v0,42
925000.0,-0.142,SACDistanceAgentNew,MountainCarContinuous-v0,42
930000.0,-0.2501,SACDistanceAgentNew,MountainCarContinuous-v0,42
935000.0,-0.3374,SACDistanceAgentNew,MountainCarContinuous-v0,42
940000.0,-0.7318,SACDistanceAgentNew,MountainCarContinuous-v0,42
945000.0,-0.4248,SACDistanceAgentNew,MountainCarContinuous-v0,42
950000.0,-0.2628,SACDistanceAgentNew,MountainCarContinuous-v0,42
955000.0,-7.5405,SACDistanceAgentNew,MountainCarContinuous-v0,42
960000.0,-0.1861,SACDistanceAgentNew,MountainCarContinuous-v0,42
965000.0,-0.1578,SACDistanceAgentNew,MountainCarContinuous-v0,42
970000.0,-0.0916,SACDistanceAgentNew,MountainCarContinuous-v0,42
975000.0,-0.4989,SACDistanceAgentNew,MountainCarContinuous-v0,42
980000.0,-0.5194,SACDistanceAgentNew,MountainCarContinuous-v0,42
985000.0,-0.1197,SACDistanceAgentNew,MountainCarContinuous-v0,42
990000.0,-0.1231,SACDistanceAgentNew,MountainCarContinuous-v0,42
995000.0,-0.1582,SACDistanceAgentNew,MountainCarContinuous-v0,42
1000000.0,-0.0734,SACDistanceAgentNew,MountainCarContinuous-v0,42
1005000.0,-0.0975,SACDistanceAgentNew,MountainCarContinuous-v0,42
1010000.0,-0.0613,SACDistanceAgentNew,MountainCarContinuous-v0,42
1015000.0,-0.5963,SACDistanceAgentNew,MountainCarContinuous-v0,42
1020000.0,-0.1419,SACDistanceAgentNew,MountainCarContinuous-v0,42
1025000.0,-0.1622,SACDistanceAgentNew,MountainCarContinuous-v0,42
1030000.0,-6.9824,SACDistanceAgentNew,MountainCarContinuous-v0,42
1035000.0,-0.0668,SACDistanceAgentNew,MountainCarContinuous-v0,42
1040000.0,-0.1993,SACDistanceAgentNew,MountainCarContinuous-v0,42
1045000.0,-0.0816,SACDistanceAgentNew,MountainCarContinuous-v0,42
1050000.0,-0.157,SACDistanceAgentNew,MountainCarContinuous-v0,42
1055000.0,-0.123,SACDistanceAgentNew,MountainCarContinuous-v0,42
1060000.0,-2.2019,SACDistanceAgentNew,MountainCarContinuous-v0,42
1065000.0,-5.2625,SACDistanceAgentNew,MountainCarContinuous-v0,42
1070000.0,-0.1015,SACDistanceAgentNew,MountainCarContinuous-v0,42
1075000.0,-0.0905,SACDistanceAgentNew,MountainCarContinuous-v0,42
1080000.0,-0.2184,SACDistanceAgentNew,MountainCarContinuous-v0,42
1085000.0,-0.458,SACDistanceAgentNew,MountainCarContinuous-v0,42
1090000.0,-0.0626,SACDistanceAgentNew,MountainCarContinuous-v0,42
1095000.0,-8.6275,SACDistanceAgentNew,MountainCarContinuous-v0,42
1100000.0,-14.1568,SACDistanceAgentNew,MountainCarContinuous-v0,42
1105000.0,-0.0942,SACDistanceAgentNew,MountainCarContinuous-v0,42
1110000.0,-0.1117,SACDistanceAgentNew,MountainCarContinuous-v0,42
1115000.0,-0.0757,SACDistanceAgentNew,MountainCarContinuous-v0,42
1120000.0,-0.1321,SACDistanceAgentNew,MountainCarContinuous-v0,42
1125000.0,-0.1504,SACDistanceAgentNew,MountainCarContinuous-v0,42
1130000.0,-0.2727,SACDistanceAgentNew,MountainCarContinuous-v0,42
1135000.0,-0.2602,SACDistanceAgentNew,MountainCarContinuous-v0,42
1140000.0,-0.1859,SACDistanceAgentNew,MountainCarContinuous-v0,42
1145000.0,-8.0495,SACDistanceAgentNew,MountainCarContinuous-v0,42
1150000.0,-0.0897,SACDistanceAgentNew,MountainCarContinuous-v0,42
1155000.0,-1.6,SACDistanceAgentNew,MountainCarContinuous-v0,42
1160000.0,-0.0578,SACDistanceAgentNew,MountainCarContinuous-v0,42
1165000.0,-0.1064,SACDistanceAgentNew,MountainCarContinuous-v0,42
5000.0,-1234.8463,SACDistanceAgentNew,Pendulum-v1,42
10000.0,-169.8837,SACDistanceAgentNew,Pendulum-v1,42
15000.0,-122.9479,SACDistanceAgentNew,Pendulum-v1,42
20000.0,-144.768,SACDistanceAgentNew,Pendulum-v1,42
25000.0,-136.0671,SACDistanceAgentNew,Pendulum-v1,42
30000.0,-152.8106,SACDistanceAgentNew,Pendulum-v1,42
35000.0,-168.1743,SACDistanceAgentNew,Pendulum-v1,42
40000.0,-145.9683,SACDistanceAgentNew,Pendulum-v1,42
45000.0,-163.1995,SACDistanceAgentNew,Pendulum-v1,42
50000.0,-185.4329,SACDistanceAgentNew,Pendulum-v1,42
55000.0,-127.1402,SACDistanceAgentNew,Pendulum-v1,42
60000.0,-173.755,SACDistanceAgentNew,Pendulum-v1,42
65000.0,-126.705,SACDistanceAgentNew,Pendulum-v1,42
70000.0,-169.4212,SACDistanceAgentNew,Pendulum-v1,42
75000.0,-148.1327,SACDistanceAgentNew,Pendulum-v1,42
80000.0,-155.0315,SACDistanceAgentNew,Pendulum-v1,42
85000.0,-131.9194,SACDistanceAgentNew,Pendulum-v1,42
90000.0,-161.1813,SACDistanceAgentNew,Pendulum-v1,42
95000.0,-126.6023,SACDistanceAgentNew,Pendulum-v1,42
100000.0,-156.6487,SACDistanceAgentNew,Pendulum-v1,42
105000.0,-175.9141,SACDistanceAgentNew,Pendulum-v1,42
110000.0,-150.4341,SACDistanceAgentNew,Pendulum-v1,42
115000.0,-142.2978,SACDistanceAgentNew,Pendulum-v1,42
120000.0,-159.744,SACDistanceAgentNew,Pendulum-v1,42
125000.0,-140.7751,SACDistanceAgentNew,Pendulum-v1,42
130000.0,-160.8803,SACDistanceAgentNew,Pendulum-v1,42
135000.0,-124.7282,SACDistanceAgentNew,Pendulum-v1,42
140000.0,-147.2405,SACDistanceAgentNew,Pendulum-v1,42
145000.0,-156.3553,SACDistanceAgentNew,Pendulum-v1,42
150000.0,-80.9263,SACDistanceAgentNew,Pendulum-v1,42
155000.0,-129.7323,SACDistanceAgentNew,Pendulum-v1,42
160000.0,-183.4876,SACDistanceAgentNew,Pendulum-v1,42
165000.0,-149.9783,SACDistanceAgentNew,Pendulum-v1,42
170000.0,-159.4353,SACDistanceAgentNew,Pendulum-v1,42
175000.0,-141.3248,SACDistanceAgentNew,Pendulum-v1,42
180000.0,-147.7665,SACDistanceAgentNew,Pendulum-v1,42
185000.0,-136.595,SACDistanceAgentNew,Pendulum-v1,42
190000.0,-141.3009,SACDistanceAgentNew,Pendulum-v1,42
195000.0,-123.0035,SACDistanceAgentNew,Pendulum-v1,42
200000.0,-172.1354,SACDistanceAgentNew,Pendulum-v1,42
205000.0,-161.921,SACDistanceAgentNew,Pendulum-v1,42
210000.0,-181.9621,SACDistanceAgentNew,Pendulum-v1,42
215000.0,-114.1684,SACDistanceAgentNew,Pendulum-v1,42
220000.0,-130.9359,SACDistanceAgentNew,Pendulum-v1,42
225000.0,-166.531,SACDistanceAgentNew,Pendulum-v1,42
230000.0,-151.278,SACDistanceAgentNew,Pendulum-v1,42
235000.0,-185.459,SACDistanceAgentNew,Pendulum-v1,42
240000.0,-134.1681,SACDistanceAgentNew,Pendulum-v1,42
245000.0,-165.046,SACDistanceAgentNew,Pendulum-v1,42
250000.0,-112.9824,SACDistanceAgentNew,Pendulum-v1,42
255000.0,-181.2363,SACDistanceAgentNew,Pendulum-v1,42
260000.0,-147.8462,SACDistanceAgentNew,Pendulum-v1,42
265000.0,-106.2747,SACDistanceAgentNew,Pendulum-v1,42
270000.0,-161.386,SACDistanceAgentNew,Pendulum-v1,42
275000.0,-138.6745,SACDistanceAgentNew,Pendulum-v1,42
280000.0,-125.2038,SACDistanceAgentNew,Pendulum-v1,42
285000.0,-172.4411,SACDistanceAgentNew,Pendulum-v1,42
290000.0,-159.5548,SACDistanceAgentNew,Pendulum-v1,42
295000.0,-181.9065,SACDistanceAgentNew,Pendulum-v1,42
300000.0,-184.5572,SACDistanceAgentNew,Pendulum-v1,42
305000.0,-160.4932,SACDistanceAgentNew,Pendulum-v1,42
310000.0,-116.3574,SACDistanceAgentNew,Pendulum-v1,42
315000.0,-174.6349,SACDistanceAgentNew,Pendulum-v1,42
320000.0,-151.345,SACDistanceAgentNew,Pendulum-v1,42
325000.0,-200.2218,SACDistanceAgentNew,Pendulum-v1,42
330000.0,-156.1295,SACDistanceAgentNew,Pendulum-v1,42
335000.0,-161.3478,SACDistanceAgentNew,Pendulum-v1,42
340000.0,-126.7253,SACDistanceAgentNew,Pendulum-v1,42
345000.0,-174.6155,SACDistanceAgentNew,Pendulum-v1,42
350000.0,-163.6393,SACDistanceAgentNew,Pendulum-v1,42
355000.0,-166.8942,SACDistanceAgentNew,Pendulum-v1,42
360000.0,-128.6078,SACDistanceAgentNew,Pendulum-v1,42
365000.0,-118.2849,SACDistanceAgentNew,Pendulum-v1,42
370000.0,-174.0671,SACDistanceAgentNew,Pendulum-v1,42
375000.0,-138.0887,SACDistanceAgentNew,Pendulum-v1,42
380000.0,-102.3786,SACDistanceAgentNew,Pendulum-v1,42
385000.0,-141.0779,SACDistanceAgentNew,Pendulum-v1,42
390000.0,-114.983,SACDistanceAgentNew,Pendulum-v1,42
395000.0,-172.8559,SACDistanceAgentNew,Pendulum-v1,42
400000.0,-140.7291,SACDistanceAgentNew,Pendulum-v1,42
405000.0,-162.915,SACDistanceAgentNew,Pendulum-v1,42
410000.0,-105.4994,SACDistanceAgentNew,Pendulum-v1,42
415000.0,-161.681,SACDistanceAgentNew,Pendulum-v1,42
420000.0,-154.7748,SACDistanceAgentNew,Pendulum-v1,42
425000.0,-149.2091,SACDistanceAgentNew,Pendulum-v1,42
430000.0,-127.6578,SACDistanceAgentNew,Pendulum-v1,42
435000.0,-161.2893,SACDistanceAgentNew,Pendulum-v1,42
440000.0,-126.1897,SACDistanceAgentNew,Pendulum-v1,42
445000.0,-136.7586,SACDistanceAgentNew,Pendulum-v1,42
450000.0,-154.349,SACDistanceAgentNew,Pendulum-v1,42
455000.0,-160.6382,SACDistanceAgentNew,Pendulum-v1,42
460000.0,-181.3903,SACDistanceAgentNew,Pendulum-v1,42
465000.0,-160.2624,SACDistanceAgentNew,Pendulum-v1,42
470000.0,-297.6381,SACDistanceAgentNew,Pendulum-v1,42
475000.0,-126.8879,SACDistanceAgentNew,Pendulum-v1,42
480000.0,-147.4158,SACDistanceAgentNew,Pendulum-v1,42
485000.0,-140.0449,SACDistanceAgentNew,Pendulum-v1,42
490000.0,-144.5004,SACDistanceAgentNew,Pendulum-v1,42
495000.0,-151.6477,SACDistanceAgentNew,Pendulum-v1,42
500000.0,-140.6865,SACDistanceAgentNew,Pendulum-v1,42
505000.0,-169.8374,SACDistanceAgentNew,Pendulum-v1,42
510000.0,-125.3067,SACDistanceAgentNew,Pendulum-v1,42
515000.0,-130.0521,SACDistanceAgentNew,Pendulum-v1,42
520000.0,-173.5439,SACDistanceAgentNew,Pendulum-v1,42
525000.0,-135.2634,SACDistanceAgentNew,Pendulum-v1,42
530000.0,-191.3584,SACDistanceAgentNew,Pendulum-v1,42
535000.0,-171.5632,SACDistanceAgentNew,Pendulum-v1,42
540000.0,-136.6689,SACDistanceAgentNew,Pendulum-v1,42
545000.0,-115.5473,SACDistanceAgentNew,Pendulum-v1,42
550000.0,-173.3603,SACDistanceAgentNew,Pendulum-v1,42
555000.0,-149.5736,SACDistanceAgentNew,Pendulum-v1,42
560000.0,-161.7257,SACDistanceAgentNew,Pendulum-v1,42
565000.0,-174.5063,SACDistanceAgentNew,Pendulum-v1,42
570000.0,-178.2829,SACDistanceAgentNew,Pendulum-v1,42
575000.0,-158.1625,SACDistanceAgentNew,Pendulum-v1,42
580000.0,-116.4302,SACDistanceAgentNew,Pendulum-v1,42
585000.0,-185.156,SACDistanceAgentNew,Pendulum-v1,42
590000.0,-166.3906,SACDistanceAgentNew,Pendulum-v1,42
595000.0,-181.2128,SACDistanceAgentNew,Pendulum-v1,42
600000.0,-150.396,SACDistanceAgentNew,Pendulum-v1,42
605000.0,-121.6307,SACDistanceAgentNew,Pendulum-v1,42
610000.0,-132.541,SACDistanceAgentNew,Pendulum-v1,42
615000.0,-103.2533,SACDistanceAgentNew,Pendulum-v1,42
620000.0,-163.4907,SACDistanceAgentNew,Pendulum-v1,42
625000.0,-181.7307,SACDistanceAgentNew,Pendulum-v1,42
630000.0,-153.1569,SACDistanceAgentNew,Pendulum-v1,42
635000.0,-144.0869,SACDistanceAgentNew,Pendulum-v1,42
640000.0,-146.7837,SACDistanceAgentNew,Pendulum-v1,42
645000.0,-161.0412,SACDistanceAgentNew,Pendulum-v1,42
650000.0,-169.9832,SACDistanceAgentNew,Pendulum-v1,42
655000.0,-86.8669,SACDistanceAgentNew,Pendulum-v1,42
660000.0,-133.4932,SACDistanceAgentNew,Pendulum-v1,42
665000.0,-203.6325,SACDistanceAgentNew,Pendulum-v1,42
670000.0,-157.7696,SACDistanceAgentNew,Pendulum-v1,42
675000.0,-162.0567,SACDistanceAgentNew,Pendulum-v1,42
680000.0,-150.119,SACDistanceAgentNew,Pendulum-v1,42
685000.0,-174.2854,SACDistanceAgentNew,Pendulum-v1,42
690000.0,-185.3186,SACDistanceAgentNew,Pendulum-v1,42
695000.0,-131.2927,SACDistanceAgentNew,Pendulum-v1,42
700000.0,-164.8695,SACDistanceAgentNew,Pendulum-v1,42
705000.0,-183.9807,SACDistanceAgentNew,Pendulum-v1,42
710000.0,-183.6431,SACDistanceAgentNew,Pendulum-v1,42
715000.0,-158.3549,SACDistanceAgentNew,Pendulum-v1,42
720000.0,-149.414,SACDistanceAgentNew,Pendulum-v1,42
725000.0,-313.0093,SACDistanceAgentNew,Pendulum-v1,42
730000.0,-167.7282,SACDistanceAgentNew,Pendulum-v1,42
735000.0,-309.493,SACDistanceAgentNew,Pendulum-v1,42
740000.0,-286.5915,SACDistanceAgentNew,Pendulum-v1,42
745000.0,-142.1729,SACDistanceAgentNew,Pendulum-v1,42
750000.0,-127.1887,SACDistanceAgentNew,Pendulum-v1,42
755000.0,-181.2224,SACDistanceAgentNew,Pendulum-v1,42
760000.0,-145.7122,SACDistanceAgentNew,Pendulum-v1,42
765000.0,-137.8701,SACDistanceAgentNew,Pendulum-v1,42
770000.0,-186.3336,SACDistanceAgentNew,Pendulum-v1,42
775000.0,-104.9032,SACDistanceAgentNew,Pendulum-v1,42
780000.0,-170.783,SACDistanceAgentNew,Pendulum-v1,42
785000.0,-142.1381,SACDistanceAgentNew,Pendulum-v1,42
790000.0,-139.9701,SACDistanceAgentNew,Pendulum-v1,42
795000.0,-238.0077,SACDistanceAgentNew,Pendulum-v1,42
800000.0,-214.5349,SACDistanceAgentNew,Pendulum-v1,42
805000.0,-170.6991,SACDistanceAgentNew,Pendulum-v1,42
810000.0,-174.4385,SACDistanceAgentNew,Pendulum-v1,42
815000.0,-144.247,SACDistanceAgentNew,Pendulum-v1,42
820000.0,-179.0916,SACDistanceAgentNew,Pendulum-v1,42
825000.0,-171.2368,SACDistanceAgentNew,Pendulum-v1,42
830000.0,-154.5131,SACDistanceAgentNew,Pendulum-v1,42
835000.0,-145.9335,SACDistanceAgentNew,Pendulum-v1,42
840000.0,-140.4312,SACDistanceAgentNew,Pendulum-v1,42
845000.0,-137.4435,SACDistanceAgentNew,Pendulum-v1,42
850000.0,-129.8681,SACDistanceAgentNew,Pendulum-v1,42
855000.0,-148.8985,SACDistanceAgentNew,Pendulum-v1,42
860000.0,-156.3765,SACDistanceAgentNew,Pendulum-v1,42
865000.0,-124.3958,SACDistanceAgentNew,Pendulum-v1,42
870000.0,-189.8843,SACDistanceAgentNew,Pendulum-v1,42
875000.0,-208.7955,SACDistanceAgentNew,Pendulum-v1,42
880000.0,-169.8857,SACDistanceAgentNew,Pendulum-v1,42
885000.0,-178.9788,SACDistanceAgentNew,Pendulum-v1,42
890000.0,-128.398,SACDistanceAgentNew,Pendulum-v1,42
895000.0,-215.6679,SACDistanceAgentNew,Pendulum-v1,42
900000.0,-164.7634,SACDistanceAgentNew,Pendulum-v1,42
905000.0,-149.4829,SACDistanceAgentNew,Pendulum-v1,42
910000.0,-159.1137,SACDistanceAgentNew,Pendulum-v1,42
915000.0,-168.6135,SACDistanceAgentNew,Pendulum-v1,42
920000.0,-127.5937,SACDistanceAgentNew,Pendulum-v1,42
925000.0,-129.9091,SACDistanceAgentNew,Pendulum-v1,42
930000.0,-252.4616,SACDistanceAgentNew,Pendulum-v1,42
935000.0,-159.4869,SACDistanceAgentNew,Pendulum-v1,42
940000.0,-162.4362,SACDistanceAgentNew,Pendulum-v1,42
945000.0,-112.54,SACDistanceAgentNew,Pendulum-v1,42
950000.0,-173.0569,SACDistanceAgentNew,Pendulum-v1,42
955000.0,-184.5651,SACDistanceAgentNew,Pendulum-v1,42
960000.0,-154.0368,SACDistanceAgentNew,Pendulum-v1,42
965000.0,-138.6129,SACDistanceAgentNew,Pendulum-v1,42
970000.0,-140.0163,SACDistanceAgentNew,Pendulum-v1,42
975000.0,-147.9079,SACDistanceAgentNew,Pendulum-v1,42
980000.0,-144.2457,SACDistanceAgentNew,Pendulum-v1,42
985000.0,-134.2481,SACDistanceAgentNew,Pendulum-v1,42
990000.0,-144.4978,SACDistanceAgentNew,Pendulum-v1,42
995000.0,-173.1016,SACDistanceAgentNew,Pendulum-v1,42
1000000.0,-153.5622,SACDistanceAgentNew,Pendulum-v1,42
1005000.0,-137.515,SACDistanceAgentNew,Pendulum-v1,42
1010000.0,-124.57,SACDistanceAgentNew,Pendulum-v1,42
1015000.0,-161.1819,SACDistanceAgentNew,Pendulum-v1,42
1020000.0,-125.0707,SACDistanceAgentNew,Pendulum-v1,42
1025000.0,-115.9433,SACDistanceAgentNew,Pendulum-v1,42
1030000.0,-159.4227,SACDistanceAgentNew,Pendulum-v1,42
1035000.0,-97.6642,SACDistanceAgentNew,Pendulum-v1,42
1040000.0,-179.1689,SACDistanceAgentNew,Pendulum-v1,42
1045000.0,-147.4379,SACDistanceAgentNew,Pendulum-v1,42
1050000.0,-164.8519,SACDistanceAgentNew,Pendulum-v1,42
1055000.0,-147.3557,SACDistanceAgentNew,Pendulum-v1,42
1060000.0,-189.5669,SACDistanceAgentNew,Pendulum-v1,42
1065000.0,-159.6541,SACDistanceAgentNew,Pendulum-v1,42
1070000.0,-114.8291,SACDistanceAgentNew,Pendulum-v1,42
1075000.0,-164.0792,SACDistanceAgentNew,Pendulum-v1,42
1080000.0,-170.2081,SACDistanceAgentNew,Pendulum-v1,42
1085000.0,-197.9438,SACDistanceAgentNew,Pendulum-v1,42
1090000.0,-174.1364,SACDistanceAgentNew,Pendulum-v1,42
1095000.0,-116.8802,SACDistanceAgentNew,Pendulum-v1,42
1100000.0,-120.1918,SACDistanceAgentNew,Pendulum-v1,42
1105000.0,-156.4867,SACDistanceAgentNew,Pendulum-v1,42
1110000.0,-119.6976,SACDistanceAgentNew,Pendulum-v1,42
1115000.0,-118.7869,SACDistanceAgentNew,Pendulum-v1,42
1120000.0,-128.4909,SACDistanceAgentNew,Pendulum-v1,42
1125000.0,-235.4127,SACDistanceAgentNew,Pendulum-v1,42
1130000.0,-145.0831,SACDistanceAgentNew,Pendulum-v1,42
1135000.0,-143.0073,SACDistanceAgentNew,Pendulum-v1,42
1140000.0,-264.3966,SACDistanceAgentNew,Pendulum-v1,42
1145000.0,-510.8931,SACDistanceAgentNew,Pendulum-v1,42
1150000.0,-151.071,SACDistanceAgentNew,Pendulum-v1,42
1155000.0,-103.8498,SACDistanceAgentNew,Pendulum-v1,42
1160000.0,-142.9262,SACDistanceAgentNew,Pendulum-v1,42
1165000.0,-528.1561,SACDistanceAgentNew,Pendulum-v1,42
1170000.0,-116.93,SACDistanceAgentNew,Pendulum-v1,42
1175000.0,-132.6659,SACDistanceAgentNew,Pendulum-v1,42
5000.0,4.9491,SACDistanceAgentNew,Walker2d-v5,32
10000.0,220.2043,SACDistanceAgentNew,Walker2d-v5,32
15000.0,189.5586,SACDistanceAgentNew,Walker2d-v5,32
20000.0,262.1513,SACDistanceAgentNew,Walker2d-v5,32
25000.0,279.1492,SACDistanceAgentNew,Walker2d-v5,32
30000.0,309.7371,SACDistanceAgentNew,Walker2d-v5,32
35000.0,176.7416,SACDistanceAgentNew,Walker2d-v5,32
40000.0,810.9839,SACDistanceAgentNew,Walker2d-v5,32
45000.0,217.4621,SACDistanceAgentNew,Walker2d-v5,32
50000.0,278.2086,SACDistanceAgentNew,Walker2d-v5,32
55000.0,366.4107,SACDistanceAgentNew,Walker2d-v5,32
60000.0,324.2291,SACDistanceAgentNew,Walker2d-v5,32
65000.0,824.8524,SACDistanceAgentNew,Walker2d-v5,32
70000.0,1350.871,SACDistanceAgentNew,Walker2d-v5,32
75000.0,887.0792,SACDistanceAgentNew,Walker2d-v5,32
80000.0,2421.0136,SACDistanceAgentNew,Walker2d-v5,32
85000.0,2009.4401,SACDistanceAgentNew,Walker2d-v5,32
90000.0,1507.5304,SACDistanceAgentNew,Walker2d-v5,32
95000.0,3219.4392,SACDistanceAgentNew,Walker2d-v5,32
100000.0,2720.9025,SACDistanceAgentNew,Walker2d-v5,32
105000.0,2016.2072,SACDistanceAgentNew,Walker2d-v5,32
110000.0,2979.3512,SACDistanceAgentNew,Walker2d-v5,32
115000.0,92.9614,SACDistanceAgentNew,Walker2d-v5,32
120000.0,3876.6625,SACDistanceAgentNew,Walker2d-v5,32
125000.0,4408.7125,SACDistanceAgentNew,Walker2d-v5,32
130000.0,2941.8963,SACDistanceAgentNew,Walker2d-v5,32
135000.0,3785.5199,SACDistanceAgentNew,Walker2d-v5,32
140000.0,3187.6394,SACDistanceAgentNew,Walker2d-v5,32
145000.0,2594.9382,SACDistanceAgentNew,Walker2d-v5,32
150000.0,4713.7214,SACDistanceAgentNew,Walker2d-v5,32
155000.0,3490.028,SACDistanceAgentNew,Walker2d-v5,32
160000.0,4134.0505,SACDistanceAgentNew,Walker2d-v5,32
165000.0,4338.4625,SACDistanceAgentNew,Walker2d-v5,32
170000.0,4973.1621,SACDistanceAgentNew,Walker2d-v5,32
175000.0,4681.1753,SACDistanceAgentNew,Walker2d-v5,32
180000.0,4546.5654,SACDistanceAgentNew,Walker2d-v5,32
185000.0,5042.2962,SACDistanceAgentNew,Walker2d-v5,32
190000.0,4417.9879,SACDistanceAgentNew,Walker2d-v5,32
195000.0,63.2195,SACDistanceAgentNew,Walker2d-v5,32
200000.0,4899.3448,SACDistanceAgentNew,Walker2d-v5,32
205000.0,5024.1899,SACDistanceAgentNew,Walker2d-v5,32
210000.0,4906.5753,SACDistanceAgentNew,Walker2d-v5,32
215000.0,5142.8837,SACDistanceAgentNew,Walker2d-v5,32
220000.0,4924.1646,SACDistanceAgentNew,Walker2d-v5,32
225000.0,4188.7945,SACDistanceAgentNew,Walker2d-v5,32
230000.0,4282.7216,SACDistanceAgentNew,Walker2d-v5,32
235000.0,5176.6189,SACDistanceAgentNew,Walker2d-v5,32
240000.0,4866.2002,SACDistanceAgentNew,Walker2d-v5,32
